PaymentID,OrderID,PaymentMethod,Amount,PaymentDate
18735,37808,Credit Card,19.08,2025-05-19
18736,37811,PayPal,74.8,2025-08-13
18737,37813,Credit Card,403.4,2024-05-08
18738,37814,Bank Transfer,1463.4,2023-09-23
18739,37816,Bank Transfer,585.09,2025-07-08
18740,37822,Credit Card,9728.85,2023-09-08
18741,37826,Debit Card,5.18,2025-04-26
18742,37827,PayPal,89.01,2024-08-16
18743,37828,Credit Card,16.87,2025-10-29
18744,37831,PayPal,88.36,2025-08-15
18745,37832,Debit Card,96.24,2024-03-17
18746,37833,Credit Card,782.82,2025-01-06
18747,37834,Bank Transfer,543.13,2024-08-13
18748,37836,Debit Card,186.84,2024-08-21
18749,37837,Credit Card,14208.24,2025-11-08
18750,37840,PayPal,596.97,2024-10-25
18751,37841,Credit Card,22.81,2024-05-17
18752,37844,PayPal,2330.32,2025-09-13
18753,37845,Debit Card,90.23,2025-06-02
18754,37848,Credit Card,163.6,2024-09-30
18755,37849,Credit Card,34.2,2025-10-18
18756,37850,Debit Card,1691.44,2025-05-23
18757,37851,Debit Card,186.9,2025-02-11
18758,37853,Credit Card,202.05,2024-04-19
18759,37854,PayPal,4056.7,2025-01-11
18760,37855,Credit Card,952.84,2024-07-03
18761,37856,Bank Transfer,539.0,2024-09-26
18762,37858,Bank Transfer,352.02,2025-01-02
18763,37860,PayPal,577.92,2024-11-09
18764,37861,Credit Card,236.25,2024-03-27
18765,37863,Bank Transfer,140.14,2025-08-07
18766,37865,Credit Card,544.12,2025-01-06
18767,37866,Bank Transfer,5936.5,2025-04-22
18768,37867,Bank Transfer,38.22,2024-03-27
18769,37872,Bank Transfer,3245.36,2024-11-05
18770,37873,Bank Transfer,285.76,2023-06-11
18771,37875,PayPal,156.03,2025-01-17
18772,37880,Debit Card,344.4,2024-08-06
18773,37882,Bank Transfer,23.67,2025-04-16
18774,37883,Bank Transfer,770.64,2025-10-24
18775,37884,PayPal,521.88,2025-11-11
18776,37886,PayPal,1194.5,2025-05-12
18777,37887,PayPal,44.2,2024-05-06
18778,37888,PayPal,207.6,2024-02-04
18779,37890,Debit Card,6409.68,2025-08-30
18780,37891,Bank Transfer,919.2,2023-11-11
18781,37895,Credit Card,543.13,2023-08-27
18782,37897,PayPal,608.86,2025-03-11
18783,37899,PayPal,244.1,2025-05-11
18784,37901,Debit Card,89.8,2023-11-07
18785,37903,PayPal,387.95,2024-04-08
18786,37905,PayPal,52.32,2025-01-01
18787,37906,Credit Card,393.2,2025-05-05
18788,37908,Debit Card,265.08,2025-10-15
18789,37909,Credit Card,136.03,2025-05-15
18790,37910,PayPal,568.32,2023-11-13
18791,37914,Debit Card,64.2,2025-02-09
18792,37915,PayPal,3552.06,2024-10-05
18793,37918,Credit Card,255.87,2025-09-25
18794,37919,Debit Card,94.72,2025-09-27
18795,37920,PayPal,88.2,2024-11-25
18796,37923,PayPal,477.9,2024-12-13
18797,37924,Bank Transfer,2616.24,2025-03-13
18798,37926,Debit Card,1399.3,2025-01-02
18799,37927,Credit Card,955.8,2025-08-01
18800,37928,Bank Transfer,235.2,2024-11-15
18801,37929,PayPal,173.96,2024-09-24
18802,37930,Debit Card,129.9,2025-05-06
18803,37935,Credit Card,631.84,2024-10-23
18804,37936,Debit Card,3672.18,2025-05-26
18805,37940,Debit Card,631.61,2025-11-21
18806,37941,Credit Card,61.53,2025-09-15
18807,37942,PayPal,543.13,2024-04-25
18808,37943,Credit Card,3729.84,2025-01-30
18809,37944,Debit Card,396.72,2023-08-18
18810,37947,PayPal,397.62,2025-07-12
18811,37948,Credit Card,129.15,2024-07-06
18812,37949,PayPal,484.3,2023-12-07
18813,37950,Debit Card,134.4,2025-04-05
18814,37951,PayPal,393.82,2025-02-06
18815,37954,Credit Card,8.76,2025-05-19
18816,37955,PayPal,237.36,2025-06-27
18817,37956,Bank Transfer,203.8,2024-03-02
18818,37958,Debit Card,1225.08,2025-08-12
18819,37959,Debit Card,150.12,2025-09-08
18820,37961,Bank Transfer,20.22,2024-03-20
18821,37964,Bank Transfer,669.06,2026-01-24
18822,37965,Credit Card,88.4,2025-03-01
18823,37966,Bank Transfer,89.16,2025-01-12
18824,37967,Debit Card,1724.25,2025-01-26
18825,37969,Credit Card,44.9,2025-03-09
18826,37971,Credit Card,2846.04,2025-11-26
18827,37973,Credit Card,216.6,2025-02-16
18828,37975,PayPal,56.88,2024-11-23
18829,37976,Debit Card,472.44,2025-03-16
18830,37981,Bank Transfer,3244.32,2025-05-15
18831,37983,Debit Card,539.0,2025-03-17
18832,37985,PayPal,132.54,2024-03-03
18833,37987,Debit Card,244.56,2024-05-23
18834,37988,Bank Transfer,207.69,2024-07-30
18835,37991,Bank Transfer,263.4,2024-04-30
18836,37992,Bank Transfer,271.68,2025-02-04
18837,37998,Debit Card,1725.64,2024-08-29
18838,38000,PayPal,353.44,2025-01-19
18839,38001,PayPal,660.48,2025-11-30
18840,38002,Debit Card,1414.77,2025-03-13
18841,38003,PayPal,35.72,2025-04-01
18842,38004,Debit Card,8008.56,2024-04-06
18843,38009,Credit Card,407.6,2025-04-13
18844,38010,Credit Card,13620.39,2025-12-13
18845,38011,Debit Card,51.45,2024-08-02
18846,38013,Debit Card,75.72,2024-12-14
18847,38019,PayPal,100.08,2024-01-29
18848,38023,Debit Card,441.8,2024-02-23
18849,38024,Bank Transfer,429.8,2025-05-20
18850,38027,PayPal,135.84,2024-11-02
18851,38031,Bank Transfer,107.8,2024-06-02
18852,38032,PayPal,291.29,2025-07-11
18853,38035,Debit Card,526.44,2026-03-17
18854,38036,Credit Card,68.82,2025-12-23
18855,38037,Credit Card,1318.03,2024-05-05
18856,38039,PayPal,2024.0,2024-11-06
18857,38041,Bank Transfer,38.22,2024-07-24
18858,38045,Credit Card,14.7,2025-06-14
18859,38049,Bank Transfer,454.45,2025-10-09
18860,38051,Credit Card,1864.92,2025-04-18
18861,38054,Bank Transfer,568.32,2025-10-07
18862,38055,Debit Card,429.8,2024-08-20
18863,38057,Debit Card,146.46,2024-10-30
18864,38060,PayPal,161.48,2025-05-31
18865,38064,Debit Card,48.99,2025-02-28
18866,38065,PayPal,84.35,2025-04-06
18867,38067,PayPal,247.68,2023-11-29
18868,38069,Bank Transfer,29.4,2024-10-11
18869,38071,PayPal,227.52,2024-12-17
18870,38072,Debit Card,131.56,2025-07-13
18871,38076,Bank Transfer,157.15,2025-01-10
18872,38077,Credit Card,467.25,2025-06-28
18873,38078,Debit Card,2212.5,2025-05-27
18874,38080,Bank Transfer,577.98,2025-08-14
18875,38084,Bank Transfer,2040.1,2024-08-14
18876,38086,PayPal,105.0,2024-11-15
18877,38088,Debit Card,2528.8,2024-07-17
18878,38094,Bank Transfer,902.3,2025-05-25
18879,38096,Bank Transfer,142.88,2024-10-11
18880,38097,Debit Card,121.51,2024-10-18
18881,38098,Credit Card,280.35,2023-10-25
18882,38099,Credit Card,131.85,2024-02-20
18883,38100,Debit Card,2185.89,2025-02-12
18884,38104,Credit Card,787.4,2025-07-04
18885,38107,PayPal,53.5,2024-12-13
18886,38109,Bank Transfer,698.31,2024-05-04
18887,38110,PayPal,1263.68,2025-06-28
18888,38117,Bank Transfer,227.64,2025-03-21
18889,38120,Credit Card,1361.08,2024-07-27
18890,38121,Bank Transfer,262.48,2024-12-15
18891,38125,Credit Card,919.2,2024-05-24
18892,38127,Credit Card,1423.62,2025-06-12
18893,38130,Credit Card,474.54,2024-02-08
18894,38131,Bank Transfer,145.25,2025-05-16
18895,38133,Credit Card,688.1,2025-10-10
18896,38135,Bank Transfer,408.02,2024-06-13
18897,38137,PayPal,286.74,2025-06-19
18898,38141,Credit Card,568.8,2025-11-19
18899,38143,Credit Card,67.92,2025-03-30
18900,38147,Bank Transfer,656.2,2025-04-12
18901,38149,Debit Card,49.4,2023-09-02
18902,38151,Bank Transfer,343.84,2025-09-18
18903,38153,PayPal,192.85,2026-04-20
18904,38157,PayPal,60.06,2024-10-25
18905,38160,Debit Card,20.02,2024-08-23
18906,38162,Bank Transfer,28.62,2024-01-20
18907,38163,Bank Transfer,164.45,2025-02-13
18908,38164,Bank Transfer,469.36,2025-05-22
18909,38165,Debit Card,2653.7,2024-07-26
18910,38166,PayPal,179.2,2025-12-11
18911,38167,Bank Transfer,222.16,2024-09-19
18912,38169,Debit Card,624.54,2024-12-16
18913,38174,Debit Card,3890.88,2023-11-30
18914,38176,PayPal,506.34,2025-09-20
18915,38177,Debit Card,179.58,2024-05-09
18916,38180,Bank Transfer,215.25,2024-09-25
18917,38183,Debit Card,338.66,2025-02-21
18918,38185,Debit Card,483.44,2024-04-24
18919,38186,Bank Transfer,40.04,2025-10-29
18920,38187,Credit Card,304.5,2025-07-20
18921,38190,Bank Transfer,1541.31,2024-06-29
18922,38191,Credit Card,809.6,2024-10-14
18923,38195,Debit Card,379.1,2025-08-18
18924,38198,Credit Card,1215.1,2025-01-14
18925,38201,Credit Card,110.04,2025-02-14
18926,38208,Bank Transfer,33.74,2026-01-29
18927,38209,Credit Card,328.9,2025-04-03
18928,38211,Debit Card,3082.62,2025-03-06
18929,38212,Bank Transfer,146.97,2025-01-10
18930,38214,Credit Card,121.51,2025-07-02
18931,38215,Bank Transfer,151.83,2025-06-09
18932,38218,Bank Transfer,102.55,2025-02-17
18933,38220,PayPal,412.8,2024-08-31
18934,38221,Debit Card,56.91,2025-07-08
18935,38222,Bank Transfer,481.0,2023-09-29
18936,38224,PayPal,25.02,2025-04-28
18937,38226,PayPal,355.86,2025-08-08
18938,38227,Bank Transfer,136.12,2024-10-30
18939,38231,Debit Card,489.9,2024-04-12
18940,38233,Credit Card,465.54,2025-05-05
18941,38235,Bank Transfer,5587.65,2024-06-13
18942,38236,PayPal,388.88,2025-05-28
18943,38237,Debit Card,275.76,2023-11-17
18944,38246,Credit Card,440.91,2025-05-09
18945,38253,PayPal,8012.1,2025-06-08
18946,38255,Debit Card,15984.27,2024-08-05
18947,38257,Debit Card,495.9,2024-10-18
18948,38259,Bank Transfer,3924.36,2023-08-25
18949,38260,Bank Transfer,81.8,2024-03-01
18950,38263,Credit Card,35.72,2025-06-29
18951,38269,Debit Card,3672.18,2024-10-20
18952,38270,Bank Transfer,264.6,2024-09-17
18953,38271,PayPal,256.64,2025-05-09
18954,38272,Credit Card,12432.21,2025-02-20
18955,38273,Bank Transfer,302.88,2025-05-23
18956,38278,PayPal,17.52,2025-03-13
18957,38280,PayPal,3244.32,2025-02-05
18958,38282,Bank Transfer,127.72,2025-07-08
18959,38283,Bank Transfer,314.96,2025-12-08
18960,38284,Credit Card,44.18,2024-10-04
18961,38285,Credit Card,59.95,2025-05-19
18962,38286,Credit Card,1259.84,2025-01-19
18963,38288,PayPal,350.34,2025-11-22
18964,38290,Bank Transfer,3725.1,2024-04-23
18965,38291,Debit Card,474.54,2025-02-17
18966,38292,Bank Transfer,161.48,2025-03-21
18967,38294,Credit Card,544.48,2025-01-06
18968,38295,Debit Card,2797.38,2025-12-04
18969,38296,Bank Transfer,385.56,2024-07-15
18970,38297,Credit Card,119.72,2023-07-05
18971,38298,Bank Transfer,115.77,2025-06-19
18972,38301,Debit Card,151.83,2023-10-20
18973,38302,Debit Card,136.86,2024-07-16
18974,38303,PayPal,34.2,2024-08-12
18975,38304,Credit Card,10.92,2026-01-04
18976,38308,PayPal,307.3,2025-03-27
18977,38309,Credit Card,30.73,2024-04-02
18978,38311,Credit Card,175.48,2024-02-08
18979,38312,Bank Transfer,389.28,2025-03-28
18980,38314,Debit Card,197.34,2025-04-17
18981,38316,Bank Transfer,51.8,2025-01-08
18982,38319,Credit Card,241.9,2025-04-03
18983,38322,PayPal,3604.8,2024-06-25
18984,38323,Credit Card,54.6,2025-02-20
18985,38330,Debit Card,948.68,2024-11-11
18986,38333,PayPal,6039.74,2026-01-24
18987,38334,Credit Card,15984.27,2023-11-03
18988,38335,Credit Card,154.63,2025-01-03
18989,38337,Debit Card,450.08,2025-05-23
18990,38338,Credit Card,31.56,2025-08-31
18991,38341,Credit Card,65.01,2024-12-16
18992,38343,Credit Card,186.96,2025-07-20
18993,38344,Bank Transfer,275.76,2025-08-14
18994,38345,PayPal,2968.25,2025-11-08
18995,38346,PayPal,154.36,2025-06-03
18996,38347,PayPal,33.74,2025-09-11
18997,38351,Debit Card,246.24,2024-06-09
18998,38352,Credit Card,271.68,2025-04-22
18999,38359,Bank Transfer,1199.4,2025-03-08
19000,38360,Bank Transfer,489.9,2025-03-07
19001,38364,Bank Transfer,2883.84,2025-08-21
19002,38365,Credit Card,872.08,2025-03-22
19003,38368,Bank Transfer,62.88,2023-08-29
19004,38370,Bank Transfer,134.96,2025-12-30
19005,38372,PayPal,62.72,2025-07-04
19006,38373,Credit Card,435.42,2024-06-05
19007,38379,PayPal,1199.4,2025-01-25
19008,38380,Credit Card,45.6,2024-01-14
19009,38381,Debit Card,4633.02,2024-01-24
19010,38386,Credit Card,793.44,2025-08-04
19011,38389,Debit Card,270.69,2024-12-06
19012,38390,Credit Card,270.75,2024-06-27
19013,38392,Credit Card,1199.4,2024-11-05
19014,38393,PayPal,32.01,2025-01-17
19015,38394,PayPal,2024.0,2025-09-28
19016,38395,Bank Transfer,84.35,2024-11-07
19017,38397,Credit Card,2221.6,2025-01-17
19018,38398,Credit Card,408.02,2025-01-04
19019,38399,Bank Transfer,58.8,2025-09-07
19020,38401,PayPal,45.62,2025-02-12
19021,38403,Debit Card,777.76,2024-11-29
19022,38404,Credit Card,171.92,2024-06-13
19023,38407,Credit Card,224.07,2025-08-15
19024,38408,PayPal,543.87,2025-05-17
19025,38411,Credit Card,44.2,2023-07-23
19026,38413,Credit Card,963.9,2025-09-28
19027,38414,Credit Card,255.87,2023-08-22
19028,38415,Credit Card,2028.35,2025-07-12
19029,38418,PayPal,135.84,2025-01-09
19030,38420,PayPal,69.15,2024-09-18
19031,38423,Credit Card,205.1,2025-06-05
19032,38424,PayPal,22.81,2025-06-29
19033,38425,Bank Transfer,82.92,2024-08-21
19034,38427,Bank Transfer,984.84,2024-09-20
19035,38429,Credit Card,186.96,2024-09-03
19036,38432,PayPal,1105.72,2025-02-12
19037,38434,Credit Card,341.16,2024-02-28
19038,38435,Credit Card,52.5,2024-12-16
19039,38436,Bank Transfer,14208.24,2024-05-20
19040,38437,PayPal,1599.2,2023-11-10
19041,38438,PayPal,14208.24,2024-04-26
19042,38440,Credit Card,340.74,2024-12-17
19043,38445,PayPal,955.8,2024-01-12
19044,38446,Credit Card,12022.36,2024-06-16
19045,38449,Bank Transfer,297.54,2024-12-06
19046,38451,PayPal,1129.74,2023-08-26
19047,38452,Bank Transfer,862.82,2024-11-23
19048,38453,Debit Card,59.31,2025-02-23
19049,38456,Credit Card,962.0,2024-01-13
19050,38457,PayPal,111.15,2024-11-29
19051,38459,Credit Card,168.7,2024-11-18
19052,38461,Debit Card,378.6,2025-05-18
19053,38462,Bank Transfer,1215.1,2025-12-08
19054,38463,Bank Transfer,533.79,2024-11-22
19055,38464,Debit Card,95.4,2023-10-21
19056,38468,Bank Transfer,1691.44,2025-01-06
19057,38469,PayPal,1169.28,2024-11-05
19058,38473,PayPal,8012.1,2025-06-28
19059,38476,Credit Card,344.1,2025-10-25
19060,38477,Bank Transfer,404.8,2024-04-06
19061,38478,Bank Transfer,196.2,2024-07-23
19062,38479,PayPal,2129.58,2024-05-22
19063,38480,Bank Transfer,2185.89,2025-08-04
19064,38484,PayPal,386.82,2023-10-27
19065,38485,PayPal,52.32,2025-02-27
19066,38486,Bank Transfer,263.4,2024-10-13
19067,38488,PayPal,2593.92,2024-01-12
19068,38490,Bank Transfer,137.64,2024-01-02
19069,38492,PayPal,94.08,2025-03-22
19070,38494,PayPal,68.4,2025-07-25
19071,38496,Bank Transfer,816.04,2024-09-02
19072,38499,PayPal,64.16,2024-11-03
19073,38500,PayPal,85.6,2025-04-30
19074,38501,Credit Card,1969.68,2023-10-01
19075,38502,Credit Card,4345.95,2025-05-08
19076,38509,Bank Transfer,6884.16,2025-06-17
19077,38511,PayPal,192.4,2024-09-06
19078,38512,Debit Card,1026.41,2024-09-25
19079,38514,PayPal,237.72,2024-12-05
19080,38515,PayPal,387.45,2025-02-28
19081,38516,Credit Card,379.05,2026-02-25
19082,38518,Debit Card,879.78,2024-02-05
19083,38520,PayPal,52.32,2025-04-29
19084,38521,Debit Card,656.64,2025-01-22
19085,38522,Credit Card,32.76,2024-11-22
19086,38524,Debit Card,2593.92,2024-06-02
19087,38525,Credit Card,560.7,2025-09-20
19088,38526,Bank Transfer,58.8,2024-09-13
19089,38529,Credit Card,43.68,2025-10-03
19090,38530,PayPal,33.74,2025-07-13
19091,38531,PayPal,2847.24,2024-02-26
19092,38533,PayPal,16.0,2024-01-06
19093,38534,Bank Transfer,1707.3,2026-04-01
19094,38535,PayPal,178.6,2023-10-01
19095,38538,PayPal,2588.46,2024-09-30
19096,38539,Bank Transfer,5936.5,2024-07-14
19097,38542,Debit Card,353.44,2024-06-07
19098,38545,Bank Transfer,2162.88,2025-10-13
19099,38548,PayPal,101.22,2025-11-15
19100,38549,Debit Card,1422.06,2023-07-12
19101,38550,PayPal,1129.74,2024-05-04
19102,38552,PayPal,178.6,2024-11-03
19103,38553,PayPal,4745.4,2025-04-17
19104,38554,PayPal,96.39,2024-07-18
19105,38555,Debit Card,299.3,2025-04-06
19106,38559,PayPal,246.24,2024-07-17
19107,38560,Debit Card,3097.5,2025-02-18
19108,38562,PayPal,130.02,2024-01-23
19109,38564,Credit Card,32.76,2024-10-29
19110,38565,Credit Card,20.45,2025-09-07
19111,38568,PayPal,1194.5,2023-11-15
19112,38573,PayPal,4266.18,2025-12-12
19113,38574,Bank Transfer,120.86,2025-04-01
19114,38576,Debit Card,293.35,2024-01-17
19115,38585,PayPal,309.26,2025-05-13
19116,38586,PayPal,65.78,2025-04-09
19117,38588,Bank Transfer,284.4,2024-09-10
19118,38592,Debit Card,430.5,2026-03-02
19119,38596,Bank Transfer,2374.6,2024-04-07
19120,38597,Credit Card,259.84,2025-03-01
19121,38599,Bank Transfer,161.48,2025-08-27
19122,38600,PayPal,186.96,2024-01-04
19123,38604,Bank Transfer,920.7,2025-02-26
19124,38606,PayPal,310.36,2025-11-20
19125,38608,Bank Transfer,250.2,2026-03-17
19126,38610,Credit Card,4745.4,2024-06-11
19127,38611,Credit Card,18.0,2025-05-17
19128,38612,Debit Card,21.84,2025-05-27
19129,38613,Debit Card,131.56,2025-02-19
19130,38615,PayPal,1456.45,2025-01-06
19131,38617,Credit Card,108.25,2025-08-14
19132,38618,Credit Card,181.78,2023-12-31
19133,38620,Credit Card,22.8,2024-12-05
19134,38624,Credit Card,21.65,2025-01-30
19135,38626,Credit Card,204.5,2025-09-01
19136,38627,PayPal,3204.84,2023-08-26
19137,38628,PayPal,816.72,2024-05-10
19138,38629,Bank Transfer,302.15,2025-03-10
19139,38632,PayPal,565.53,2026-01-16
19140,38633,Debit Card,252.88,2024-07-09
19141,38634,PayPal,721.84,2024-06-30
19142,38637,Debit Card,285.32,2024-05-10
19143,38638,Bank Transfer,3320.38,2024-08-09
19144,38639,Bank Transfer,184.38,2023-12-04
19145,38642,Debit Card,607.55,2025-03-18
19146,38644,Debit Card,80.79,2024-07-08
19147,38645,Debit Card,115.77,2024-08-13
19148,38646,Credit Card,177.93,2025-04-29
19149,38647,Bank Transfer,5.46,2024-02-08
19150,38649,Credit Card,952.84,2024-08-02
19151,38651,Credit Card,264.6,2024-08-03
19152,38654,PayPal,170.87,2026-01-29
19153,38656,Credit Card,403.4,2024-09-17
19154,38657,Debit Card,656.64,2025-03-13
19155,38658,Debit Card,586.7,2024-03-25
19156,38660,PayPal,646.32,2025-06-26
19157,38663,Debit Card,52.32,2025-12-18
19158,38665,Bank Transfer,619.38,2025-11-18
19159,38667,Bank Transfer,93.45,2024-02-22
19160,38671,PayPal,645.92,2025-04-04
19161,38673,PayPal,577.98,2024-01-01
19162,38676,Bank Transfer,15.54,2025-06-06
19163,38678,Debit Card,723.3,2025-08-31
19164,38679,PayPal,902.3,2024-10-10
19165,38680,PayPal,9885.1,2025-05-25
19166,38681,Credit Card,309.4,2025-05-20
19167,38683,Credit Card,2581.56,2024-08-31
19168,38685,Debit Card,2162.88,2023-11-01
19169,38686,Bank Transfer,39.45,2025-05-11
19170,38687,Bank Transfer,1075.05,2024-12-23
19171,38689,Debit Card,319.3,2024-05-19
19172,38692,Bank Transfer,46.74,2025-05-02
19173,38694,Bank Transfer,948.68,2025-01-27
19174,38697,PayPal,1088.24,2026-02-05
19175,38699,PayPal,125.44,2025-06-17
19176,38700,Credit Card,224.0,2025-02-20
19177,38701,Credit Card,176.72,2025-04-16
19178,38702,PayPal,2462.1,2024-03-20
19179,38703,Debit Card,1989.9,2025-04-12
19180,38704,Debit Card,250.2,2023-08-06
19181,38706,PayPal,3204.84,2024-11-30
19182,38707,Bank Transfer,242.22,2024-09-12
19183,38710,Bank Transfer,32.08,2025-01-03
19184,38713,Credit Card,211.43,2024-02-06
19185,38715,Bank Transfer,564.87,2025-01-12
19186,38716,PayPal,320.8,2025-01-07
19187,38718,Debit Card,360.92,2024-12-18
19188,38719,Debit Card,285.66,2025-04-20
19189,38720,Debit Card,3540.0,2025-08-02
19190,38721,PayPal,999.5,2024-03-01
19191,38722,Credit Card,8896.59,2025-08-05
19192,38723,PayPal,869.8,2023-10-28
19193,38724,PayPal,343.84,2025-03-27
19194,38726,Credit Card,1468.54,2025-04-24
19195,38728,Bank Transfer,237.24,2025-04-02
19196,38731,Debit Card,1010.55,2024-02-20
19197,38732,Debit Card,1381.05,2026-01-05
19198,38733,PayPal,48.99,2024-03-18
19199,38738,Debit Card,65.78,2024-09-20
19200,38740,Credit Card,117.6,2024-06-03
19201,38741,PayPal,192.06,2025-05-26
19202,38745,Credit Card,351.6,2025-03-10
19203,38746,PayPal,1088.96,2025-01-20
19204,38747,Credit Card,233.7,2024-11-22
19205,38751,Debit Card,175.48,2025-05-06
19206,38752,Bank Transfer,551.52,2024-08-16
19207,38756,Debit Card,733.15,2026-01-03
19208,38757,Bank Transfer,87.74,2024-11-17
19209,38758,Debit Card,439.0,2023-11-19
19210,38760,Credit Card,727.11,2025-06-06
19211,38761,Credit Card,817.46,2024-08-01
19212,38762,Debit Card,1166.64,2024-12-08
19213,38763,Bank Transfer,20.22,2024-07-21
19214,38765,Credit Card,184.59,2025-02-10
19215,38770,Debit Card,61.04,2024-02-05
19216,38771,Debit Card,222.9,2026-03-09
19217,38772,PayPal,776.56,2025-05-31
19218,38773,Credit Card,1414.77,2025-01-17
19219,38774,PayPal,322.72,2025-03-24
19220,38779,PayPal,22.81,2024-04-04
19221,38780,Bank Transfer,46.62,2024-12-26
19222,38781,Credit Card,84.35,2025-08-16
19223,38782,Bank Transfer,5837.31,2024-09-13
19224,38786,Bank Transfer,7744.68,2025-04-03
19225,38787,Debit Card,200.61,2025-04-21
19226,38790,Credit Card,867.51,2024-07-30
19227,38792,Debit Card,2531.55,2025-05-12
19228,38795,PayPal,397.62,2023-08-29
19229,38798,PayPal,243.9,2025-08-15
19230,38799,Debit Card,533.79,2024-12-09
19231,38802,Debit Card,5152.44,2024-12-18
19232,38803,Debit Card,186.9,2025-07-14
19233,38806,PayPal,442.0,2024-08-14
19234,38807,PayPal,2588.46,2023-12-05
19235,38809,Credit Card,6864.48,2025-09-04
19236,38811,PayPal,96.74,2024-08-18
19237,38812,Credit Card,170.64,2023-11-22
19238,38814,PayPal,577.98,2025-02-21
19239,38816,Debit Card,727.11,2026-02-28
19240,38817,Debit Card,47.96,2025-01-04
19241,38820,PayPal,4942.55,2024-10-15
19242,38821,Credit Card,512.19,2024-12-25
19243,38822,Credit Card,3796.32,2024-05-09
19244,38823,Credit Card,339.01,2023-09-14
19245,38827,Debit Card,941.45,2023-10-10
19246,38831,PayPal,267.03,2025-12-29
19247,38832,Bank Transfer,782.82,2024-07-27
19248,38835,Debit Card,2523.36,2025-02-15
19249,38836,Bank Transfer,222.9,2024-11-13
19250,38838,Bank Transfer,2968.25,2025-07-22
19251,38840,Credit Card,246.21,2023-09-22
19252,38844,Credit Card,4270.86,2024-10-11
19253,38845,Credit Card,1012.0,2024-08-21
19254,38846,Credit Card,323.4,2025-11-14
19255,38848,Credit Card,1951.2,2026-01-04
19256,38850,PayPal,484.3,2025-06-09
19257,38852,Credit Card,487.35,2024-10-17
19258,38854,Credit Card,2129.58,2023-12-19
19259,38855,Debit Card,544.48,2024-11-08
19260,38858,Credit Card,799.6,2025-06-21
19261,38859,Debit Card,4.0,2024-01-26
19262,38860,PayPal,1093.59,2025-10-04
19263,38862,PayPal,178.02,2024-02-18
19264,38864,Debit Card,62.72,2025-06-03
19265,38865,PayPal,156.46,2025-04-17
19266,38866,Bank Transfer,593.65,2024-04-29
19267,38869,PayPal,205.29,2025-05-23
19268,38870,Credit Card,14.7,2024-10-23
19269,38871,PayPal,423.01,2024-06-01
19270,38872,PayPal,5836.32,2024-12-05
19271,38874,PayPal,689.7,2025-11-02
19272,38876,Credit Card,165.3,2025-03-01
19273,38881,Bank Transfer,157.96,2024-07-05
19274,38882,Debit Card,62.28,2024-05-22
19275,38883,PayPal,701.92,2024-03-03
19276,38884,Credit Card,439.5,2025-02-20
19277,38888,Credit Card,1332.96,2025-06-21
19278,38891,PayPal,43.9,2023-08-27
19279,38894,Credit Card,40.9,2024-04-04
19280,38896,Bank Transfer,963.3,2025-04-15
19281,38900,Bank Transfer,227.52,2025-09-21
19282,38901,Credit Card,179.6,2024-03-30
19283,38903,Debit Card,305.64,2024-08-30
19284,38905,Credit Card,3671.35,2025-01-24
19285,38906,Bank Transfer,1268.58,2024-09-16
19286,38911,Credit Card,10.36,2024-08-31
19287,38912,Bank Transfer,88.36,2024-08-02
19288,38913,Credit Card,1051.02,2024-09-04
19289,38915,Debit Card,1360.3,2025-05-30
19290,38917,Debit Card,31.56,2025-09-22
19291,38918,Bank Transfer,6.74,2024-05-28
19292,38919,Credit Card,90.89,2025-03-19
19293,38921,Debit Card,727.12,2024-10-20
19294,38923,PayPal,105.0,2024-12-01
19295,38924,Debit Card,86.45,2024-04-09
19296,38927,Bank Transfer,3432.24,2023-11-15
19297,38928,Debit Card,115.77,2023-09-13
19298,38930,PayPal,4314.1,2024-04-08
19299,38933,Debit Card,1417.32,2023-11-23
19300,38934,Bank Transfer,360.48,2024-11-25
19301,38935,Credit Card,466.23,2025-04-29
19302,38936,Bank Transfer,214.9,2024-01-24
19303,38937,PayPal,484.08,2025-01-17
19304,38938,Bank Transfer,219.5,2024-10-20
19305,38939,Debit Card,288.72,2025-05-02
19306,38941,Bank Transfer,495.9,2025-09-29
19307,38944,Debit Card,467.12,2024-12-28
19308,38945,Debit Card,972.08,2025-03-31
19309,38950,PayPal,133.74,2025-02-16
19310,38952,Bank Transfer,225.18,2023-12-03
19311,38953,Credit Card,227.52,2024-05-19
19312,38954,Debit Card,789.66,2026-01-17
19313,38955,Bank Transfer,2215.89,2025-03-07
19314,38956,Debit Card,481.74,2025-02-21
19315,38957,Credit Card,691.5,2024-09-18
19316,38959,Debit Card,1194.5,2024-10-09
19317,38962,PayPal,1790.91,2024-08-14
19318,38965,Bank Transfer,3924.36,2024-09-01
19319,38966,Bank Transfer,299.2,2025-01-07
19320,38967,PayPal,102.55,2025-05-16
19321,38968,Bank Transfer,2531.55,2024-11-16
19322,38969,Bank Transfer,983.0,2024-10-18
19323,38970,Debit Card,1574.8,2023-09-01
19324,38972,Bank Transfer,1212.66,2023-10-23
19325,38973,Credit Card,1081.44,2025-04-28
19326,38974,PayPal,54.6,2025-06-30
19327,38977,Credit Card,119.45,2025-06-09
19328,38978,Credit Card,12432.21,2023-10-17
19329,38980,Debit Card,379.05,2025-05-06
