DiscountID,OrderID,DiscountAmount,DiscountCode
5185,26251,48.33,DISCOUNT-HLSy
5186,26257,47.36,DISCOUNT-XbKm
5187,26279,73.29,DISCOUNT-VZzF
5188,26280,74.08,DISCOUNT-BIhc
5189,26283,36.89,DISCOUNT-SNqZ
5190,26284,16.57,DISCOUNT-Iqnm
5191,26286,31.95,DISCOUNT-tsyJ
5192,26289,39.08,DISCOUNT-xxPk
5193,26290,63.25,DISCOUNT-mQsj
5194,26295,32.6,DISCOUNT-eXQG
5195,26299,56.04,DISCOUNT-uqtW
5196,26300,11.71,DISCOUNT-eYbi
5197,26304,93.23,DISCOUNT-xwDW
5198,26309,54.8,DISCOUNT-BYvj
5199,26310,25.35,DISCOUNT-hnVD
5200,26312,51.61,DISCOUNT-IQpo
5201,26314,99.3,DISCOUNT-fZfF
5202,26317,26.76,DISCOUNT-XlyH
5203,26318,35.88,DISCOUNT-WFCu
5204,26327,21.7,DISCOUNT-qrVs
5205,26330,49.18,DISCOUNT-AniL
5206,26331,83.54,DISCOUNT-qfgK
5207,26360,72.3,DISCOUNT-EnRf
5208,26365,26.78,DISCOUNT-fwXE
5209,26368,90.17,DISCOUNT-JLrd
5210,26369,36.21,DISCOUNT-ywyW
5211,26373,37.82,DISCOUNT-muCd
5212,26375,23.2,DISCOUNT-jXzc
5213,26383,41.19,DISCOUNT-tWBW
5214,26386,20.81,DISCOUNT-ffYt
5215,26397,28.25,DISCOUNT-EEhK
5216,26398,19.22,DISCOUNT-JHbH
5217,26400,21.56,DISCOUNT-vUQD
5218,26407,21.04,DISCOUNT-cpHb
5219,26413,25.53,DISCOUNT-pPLO
5220,26418,56.52,DISCOUNT-wOad
5221,26422,59.06,DISCOUNT-urjX
5222,26427,91.89,DISCOUNT-iRMy
5223,26430,20.11,DISCOUNT-kNUd
5224,26435,70.0,DISCOUNT-PDWY
5225,26440,49.26,DISCOUNT-bVnK
5226,26442,92.35,DISCOUNT-TIyV
5227,26445,42.63,DISCOUNT-TxfA
5228,26450,83.42,DISCOUNT-khKq
5229,26459,96.44,DISCOUNT-PpcW
5230,26465,42.13,DISCOUNT-oIsU
5231,26466,90.44,DISCOUNT-HsEm
5232,26469,83.36,DISCOUNT-tQuN
5233,26477,28.89,DISCOUNT-Kpco
5234,26480,50.29,DISCOUNT-ttDL
5235,26481,74.51,DISCOUNT-OfBo
5236,26488,96.39,DISCOUNT-ixKe
5237,26493,47.95,DISCOUNT-lvsP
5238,26500,41.67,DISCOUNT-CQyT
5239,26503,48.9,DISCOUNT-OSbj
5240,26509,46.73,DISCOUNT-pmQF
5241,26510,32.9,DISCOUNT-FEUG
5242,26515,71.38,DISCOUNT-ZfHG
5243,26516,86.67,DISCOUNT-aQkD
5244,26524,33.84,DISCOUNT-QNZP
5245,26526,40.97,DISCOUNT-Gtge
5246,26527,8.59,DISCOUNT-Fmfm
5247,26530,93.9,DISCOUNT-CVpv
5248,26534,12.34,DISCOUNT-yrQU
5249,26535,78.85,DISCOUNT-ACnK
5250,26536,96.3,DISCOUNT-sfcG
5251,26537,19.93,DISCOUNT-ToZl
5252,26542,83.18,DISCOUNT-VEEH
5253,26545,14.58,DISCOUNT-hUGY
5254,26552,72.33,DISCOUNT-ePgf
5255,26555,60.2,DISCOUNT-hBPA
5256,26556,28.67,DISCOUNT-hWYX
5257,26563,42.11,DISCOUNT-aeeG
5258,26565,26.78,DISCOUNT-xbJi
5259,26566,60.12,DISCOUNT-GGRF
5260,26572,53.67,DISCOUNT-DBba
5261,26584,78.13,DISCOUNT-Byxc
5262,26595,75.34,DISCOUNT-RTWj
5263,26598,5.19,DISCOUNT-wVEg
5264,26599,56.75,DISCOUNT-ShBY
5265,26601,53.78,DISCOUNT-GcwB
5266,26604,75.06,DISCOUNT-yYWB
5267,26611,86.74,DISCOUNT-wEXh
5268,26613,90.75,DISCOUNT-FIYV
5269,26622,77.79,DISCOUNT-WwUM
5270,26623,33.25,DISCOUNT-deus
5271,26624,31.19,DISCOUNT-huJO
5272,26625,75.01,DISCOUNT-aypv
5273,26628,87.42,DISCOUNT-gAld
5274,26631,90.66,DISCOUNT-ayCq
5275,26641,38.63,DISCOUNT-qIjk
5276,26646,87.83,DISCOUNT-gjkq
5277,26650,90.36,DISCOUNT-lkDy
5278,26653,40.35,DISCOUNT-wVST
5279,26654,16.57,DISCOUNT-rOyg
5280,26667,38.0,DISCOUNT-jDPk
5281,26668,28.16,DISCOUNT-mrDd
5282,26677,70.84,DISCOUNT-bORg
5283,26686,83.08,DISCOUNT-uopJ
5284,26691,97.24,DISCOUNT-JUPi
5285,26698,51.2,DISCOUNT-xekl
5286,26716,11.44,DISCOUNT-amlG
5287,26719,49.94,DISCOUNT-ddNs
5288,26721,5.22,DISCOUNT-gmEs
5289,26730,25.64,DISCOUNT-YLox
5290,26731,73.48,DISCOUNT-xazG
5291,26732,99.69,DISCOUNT-enuo
5292,26733,29.64,DISCOUNT-Lgix
5293,26738,25.11,DISCOUNT-CZNf
5294,26743,56.0,DISCOUNT-JIPM
5295,26744,69.68,DISCOUNT-EZQM
5296,26759,99.63,DISCOUNT-VRUc
5297,26763,27.16,DISCOUNT-zFoY
5298,26764,51.42,DISCOUNT-zeJe
5299,26767,69.82,DISCOUNT-sSAJ
5300,26786,30.66,DISCOUNT-EWSl
5301,26792,6.06,DISCOUNT-gQIw
5302,26793,38.98,DISCOUNT-WgyE
5303,26798,75.28,DISCOUNT-xOYg
5304,26799,45.29,DISCOUNT-yfJD
5305,26807,61.67,DISCOUNT-sbVx
5306,26818,77.14,DISCOUNT-yaYp
5307,26819,85.16,DISCOUNT-Mnel
5308,26826,71.43,DISCOUNT-JmkS
5309,26842,43.17,DISCOUNT-lOlj
5310,26844,86.2,DISCOUNT-SINd
5311,26845,28.77,DISCOUNT-lUXp
5312,26847,27.12,DISCOUNT-PXzS
5313,26848,49.56,DISCOUNT-IdzF
5314,26859,90.19,DISCOUNT-XkTR
5315,26864,12.61,DISCOUNT-VNXo
5316,26876,51.94,DISCOUNT-JWKX
5317,26881,54.5,DISCOUNT-JNCq
5318,26886,46.74,DISCOUNT-IYDX
5319,26904,41.12,DISCOUNT-ccDz
5320,26907,84.6,DISCOUNT-zgGK
5321,26910,77.18,DISCOUNT-qFfK
5322,26914,77.71,DISCOUNT-yGqF
5323,26917,63.1,DISCOUNT-GkTp
5324,26927,94.88,DISCOUNT-acHx
5325,26930,64.02,DISCOUNT-SEkb
5326,26934,50.82,DISCOUNT-TSsz
5327,26938,92.9,DISCOUNT-CdZS
5328,26939,49.33,DISCOUNT-VdPK
5329,26946,7.15,DISCOUNT-bSvx
5330,26950,79.5,DISCOUNT-jAoU
5331,26958,90.11,DISCOUNT-vuDW
5332,26966,45.08,DISCOUNT-gTcc
5333,26970,36.1,DISCOUNT-PKdA
5334,26974,71.83,DISCOUNT-MNNs
5335,26977,33.74,DISCOUNT-XgmM
5336,26978,60.38,DISCOUNT-eouH
5337,26983,13.22,DISCOUNT-QpPg
5338,26984,89.04,DISCOUNT-gdWB
5339,26986,99.86,DISCOUNT-duWP
5340,26992,32.38,DISCOUNT-iwiB
5341,26995,36.33,DISCOUNT-lDwe
5342,27003,37.18,DISCOUNT-xnmE
5343,27004,73.67,DISCOUNT-Tbmh
5344,27005,84.09,DISCOUNT-RIlh
5345,27006,82.4,DISCOUNT-miUq
5346,27013,88.02,DISCOUNT-Elgc
5347,27015,76.16,DISCOUNT-Pnbv
5348,27016,69.56,DISCOUNT-bcOz
5349,27020,92.99,DISCOUNT-uuWe
5350,27024,93.91,DISCOUNT-YLnr
5351,27033,87.7,DISCOUNT-frjm
5352,27035,28.63,DISCOUNT-OoND
5353,27043,97.21,DISCOUNT-CkZY
5354,27051,28.2,DISCOUNT-kFKz
5355,27053,49.47,DISCOUNT-BnMK
5356,27060,60.84,DISCOUNT-MFOK
5357,27062,38.01,DISCOUNT-Crdp
5358,27071,43.23,DISCOUNT-KIjU
5359,27082,13.94,DISCOUNT-CSik
5360,27083,59.2,DISCOUNT-RWUj
5361,27084,68.36,DISCOUNT-WWmh
5362,27093,93.43,DISCOUNT-qzdt
5363,27094,89.08,DISCOUNT-AYhZ
5364,27095,57.35,DISCOUNT-ZtMJ
5365,27109,44.25,DISCOUNT-kVMf
5366,27110,60.62,DISCOUNT-dpOm
5367,27115,83.23,DISCOUNT-fzXa
5368,27116,19.48,DISCOUNT-EgGs
5369,27117,80.32,DISCOUNT-RFoE
5370,27118,41.23,DISCOUNT-BnYW
5371,27120,88.97,DISCOUNT-woaq
5372,27122,76.72,DISCOUNT-mHBW
5373,27123,7.01,DISCOUNT-VenI
5374,27126,14.73,DISCOUNT-PsgG
5375,27131,95.36,DISCOUNT-SjhW
5376,27135,63.98,DISCOUNT-RPzO
5377,27136,14.84,DISCOUNT-hWeh
5378,27139,90.1,DISCOUNT-vwhe
5379,27145,99.63,DISCOUNT-wjby
5380,27147,88.56,DISCOUNT-TDHH
5381,27148,60.62,DISCOUNT-tBvJ
5382,27150,13.94,DISCOUNT-MRBd
5383,27159,32.31,DISCOUNT-icwa
5384,27166,7.98,DISCOUNT-GTRK
5385,27167,42.69,DISCOUNT-Jwge
5386,27180,62.7,DISCOUNT-XPSs
5387,27186,29.96,DISCOUNT-NlMa
5388,27189,44.22,DISCOUNT-tRJL
5389,27193,41.14,DISCOUNT-JnUu
5390,27198,34.99,DISCOUNT-BMHl
5391,27203,27.57,DISCOUNT-ZNJB
5392,27205,5.03,DISCOUNT-eQdt
5393,27208,7.43,DISCOUNT-QkGp
5394,27213,13.46,DISCOUNT-KLnf
5395,27218,97.76,DISCOUNT-WHOK
5396,27227,40.32,DISCOUNT-dpgX
5397,27237,45.2,DISCOUNT-tFXt
5398,27238,42.07,DISCOUNT-LVnc
5399,27241,75.23,DISCOUNT-CPTa
5400,27242,30.16,DISCOUNT-UFHC
5401,27246,17.48,DISCOUNT-EHfX
5402,27254,56.36,DISCOUNT-xJHj
5403,27255,71.11,DISCOUNT-FENW
5404,27256,69.9,DISCOUNT-AHBY
5405,27259,16.39,DISCOUNT-fHKZ
5406,27262,58.23,DISCOUNT-UfxV
5407,27278,29.46,DISCOUNT-TxvN
5408,27281,68.32,DISCOUNT-RomP
5409,27288,81.54,DISCOUNT-zUoN
5410,27292,92.98,DISCOUNT-dQGu
5411,27293,31.03,DISCOUNT-LaBK
5412,27306,66.48,DISCOUNT-ZAub
5413,27308,59.97,DISCOUNT-VMfm
5414,27318,93.74,DISCOUNT-NJJv
5415,27320,12.72,DISCOUNT-CXAc
5416,27326,5.17,DISCOUNT-ggSt
5417,27328,57.2,DISCOUNT-knRB
5418,27329,10.56,DISCOUNT-WVIQ
5419,27334,84.49,DISCOUNT-aUPN
5420,27335,95.14,DISCOUNT-yPQP
5421,27336,64.66,DISCOUNT-ddQn
5422,27337,36.16,DISCOUNT-oMqJ
5423,27342,5.26,DISCOUNT-KkDq
5424,27343,64.29,DISCOUNT-yewg
5425,27344,86.4,DISCOUNT-ZLJA
5426,27346,41.55,DISCOUNT-AWHp
5427,27353,19.1,DISCOUNT-BVIm
5428,27361,14.19,DISCOUNT-EAiM
5429,27362,88.4,DISCOUNT-eMPA
5430,27364,80.03,DISCOUNT-DbLp
5431,27371,17.75,DISCOUNT-UpOR
5432,27372,30.79,DISCOUNT-Xhab
5433,27376,61.51,DISCOUNT-XumB
5434,27381,76.16,DISCOUNT-rTpN
5435,27390,17.77,DISCOUNT-PHDh
5436,27391,9.84,DISCOUNT-qYJv
5437,27392,81.05,DISCOUNT-vGtE
5438,27394,77.42,DISCOUNT-VIUm
5439,27395,27.47,DISCOUNT-mdgm
5440,27396,7.45,DISCOUNT-WvbA
5441,27398,29.04,DISCOUNT-WQBW
5442,27400,63.95,DISCOUNT-Vqlj
5443,27401,9.38,DISCOUNT-zyin
5444,27404,93.08,DISCOUNT-VcIq
5445,27406,76.99,DISCOUNT-DRVV
5446,27409,12.01,DISCOUNT-ncXA
5447,27410,50.48,DISCOUNT-ZKNV
5448,27413,16.24,DISCOUNT-lzIn
5449,27416,61.44,DISCOUNT-hNqb
5450,27417,59.28,DISCOUNT-JIcX
5451,27418,13.11,DISCOUNT-MnXb
5452,27421,79.28,DISCOUNT-GJqD
5453,27422,25.18,DISCOUNT-EUlJ
5454,27424,97.36,DISCOUNT-FCXf
5455,27430,47.94,DISCOUNT-TjyB
5456,27431,36.35,DISCOUNT-jcRO
5457,27434,98.02,DISCOUNT-LDFa
5458,27445,55.74,DISCOUNT-Pntk
5459,27447,17.0,DISCOUNT-fvTB
5460,27453,96.51,DISCOUNT-aBAu
5461,27460,53.72,DISCOUNT-XpCh
5462,27467,65.01,DISCOUNT-TRQn
5463,27468,32.1,DISCOUNT-thiu
5464,27471,74.59,DISCOUNT-embN
5465,27477,81.85,DISCOUNT-cPCr
5466,27479,47.94,DISCOUNT-KWUK
5467,27485,11.1,DISCOUNT-EMZT
5468,27493,74.94,DISCOUNT-qsbG
5469,27495,45.33,DISCOUNT-ENEz
5470,27499,23.24,DISCOUNT-TSDx
5471,27505,86.01,DISCOUNT-jbzM
5472,27506,69.8,DISCOUNT-xRiC
5473,27512,56.76,DISCOUNT-hvGu
5474,27515,65.89,DISCOUNT-Qtqg
5475,27521,71.2,DISCOUNT-HWTk
5476,27522,33.8,DISCOUNT-CYPd
5477,27533,55.8,DISCOUNT-GhQh
5478,27539,49.69,DISCOUNT-joKJ
5479,27540,96.78,DISCOUNT-mKHr
5480,27541,72.1,DISCOUNT-MRQG
5481,27566,16.86,DISCOUNT-EAbL
5482,27578,79.44,DISCOUNT-JvCV
5483,27581,28.36,DISCOUNT-aEXK
5484,27582,20.2,DISCOUNT-BFPN
5485,27601,95.36,DISCOUNT-ERGu
5486,27606,15.88,DISCOUNT-ZrSH
5487,27628,41.4,DISCOUNT-evuf
5488,27632,66.83,DISCOUNT-IRNn
5489,27651,80.27,DISCOUNT-CfgZ
5490,27653,87.75,DISCOUNT-cmkI
5491,27654,92.04,DISCOUNT-JoLi
5492,27657,9.11,DISCOUNT-CDXq
5493,27658,88.18,DISCOUNT-uwOn
5494,27659,92.38,DISCOUNT-lbRn
5495,27665,52.73,DISCOUNT-sLLZ
5496,27667,64.48,DISCOUNT-pvoh
5497,27679,6.75,DISCOUNT-fVBJ
5498,27680,71.6,DISCOUNT-QBwk
5499,27682,17.89,DISCOUNT-jkik
5500,27688,48.9,DISCOUNT-uqTQ
5501,27689,78.17,DISCOUNT-KQKI
5502,27690,27.13,DISCOUNT-tNxR
5503,27693,45.52,DISCOUNT-nZaT
5504,27698,94.17,DISCOUNT-vIfk
5505,27705,38.67,DISCOUNT-FTpF
5506,27710,51.78,DISCOUNT-haSV
5507,27714,17.82,DISCOUNT-tHVH
5508,27715,35.07,DISCOUNT-kGfF
5509,27729,15.68,DISCOUNT-PUPZ
5510,27740,37.41,DISCOUNT-uZLb
5511,27753,59.39,DISCOUNT-riXm
5512,27755,77.38,DISCOUNT-SDsp
5513,27756,82.12,DISCOUNT-YhRn
5514,27762,41.84,DISCOUNT-mAcd
5515,27764,9.09,DISCOUNT-gXjb
5516,27765,10.85,DISCOUNT-tPqe
5517,27767,97.06,DISCOUNT-TgtG
5518,27772,57.44,DISCOUNT-DTQn
5519,27783,29.24,DISCOUNT-kmgK
5520,27788,83.36,DISCOUNT-NxEv
5521,27803,18.32,DISCOUNT-Dnda
5522,27805,94.78,DISCOUNT-eSvD
5523,27810,84.21,DISCOUNT-BNdx
5524,27811,94.88,DISCOUNT-mJql
5525,27819,41.6,DISCOUNT-xqmK
5526,27824,82.92,DISCOUNT-imkN
5527,27831,19.95,DISCOUNT-jnpg
5528,27833,45.33,DISCOUNT-Cxez
5529,27834,90.78,DISCOUNT-hhrS
5530,27847,81.41,DISCOUNT-wjlX
5531,27850,85.78,DISCOUNT-VFYP
5532,27851,88.56,DISCOUNT-fGOz
5533,27863,87.32,DISCOUNT-Ksit
5534,27864,32.81,DISCOUNT-UyFR
5535,27865,32.63,DISCOUNT-JCvx
5536,27869,14.47,DISCOUNT-CWpl
5537,27885,77.97,DISCOUNT-YGPv
5538,27887,23.68,DISCOUNT-Uehl
5539,27899,92.21,DISCOUNT-ahmC
5540,27900,26.48,DISCOUNT-jVGP
5541,27907,35.01,DISCOUNT-YHeu
5542,27915,92.11,DISCOUNT-faiZ
5543,27919,81.86,DISCOUNT-JbAH
5544,27921,39.47,DISCOUNT-qPiv
5545,27934,50.31,DISCOUNT-RvzS
5546,27940,81.01,DISCOUNT-hsmP
5547,27949,31.36,DISCOUNT-hrYW
5548,27950,75.43,DISCOUNT-tgfG
5549,27954,18.86,DISCOUNT-Rkbt
5550,27958,12.75,DISCOUNT-BGBd
5551,27960,61.56,DISCOUNT-rZoy
5552,27962,81.03,DISCOUNT-fgst
5553,27966,14.34,DISCOUNT-cNwp
5554,27967,85.01,DISCOUNT-hdiZ
5555,27969,6.63,DISCOUNT-njds
5556,27975,98.14,DISCOUNT-UGBp
5557,27977,24.36,DISCOUNT-BvtU
5558,27985,55.49,DISCOUNT-Ljfm
5559,27991,25.97,DISCOUNT-XZyo
5560,27992,22.94,DISCOUNT-evjM
5561,27996,23.31,DISCOUNT-HHbg
5562,27998,32.12,DISCOUNT-FqjE
5563,28005,34.69,DISCOUNT-Jqkr
5564,28006,42.65,DISCOUNT-Cvdz
5565,28007,32.76,DISCOUNT-Ubea
5566,28013,21.68,DISCOUNT-vPSB
5567,28015,93.11,DISCOUNT-Qnnf
5568,28030,13.12,DISCOUNT-ZguB
5569,28039,8.32,DISCOUNT-USsk
5570,28041,88.55,DISCOUNT-dinq
5571,28046,90.86,DISCOUNT-hJSF
5572,28047,58.69,DISCOUNT-JZkq
5573,28054,94.49,DISCOUNT-JUEm
5574,28067,93.43,DISCOUNT-mYzA
5575,28073,15.25,DISCOUNT-hYpj
5576,28076,77.65,DISCOUNT-qxBa
5577,28086,6.79,DISCOUNT-fMZd
5578,28091,7.93,DISCOUNT-CxFm
5579,28094,91.3,DISCOUNT-QsqZ
5580,28097,60.34,DISCOUNT-AkfB
5581,28100,84.61,DISCOUNT-ebhb
5582,28113,67.3,DISCOUNT-CUvn
5583,28121,13.87,DISCOUNT-FAGJ
5584,28122,44.41,DISCOUNT-IVuE
5585,28125,61.66,DISCOUNT-oyUB
5586,28134,11.12,DISCOUNT-GbNG
5587,28137,97.47,DISCOUNT-aijA
5588,28146,97.52,DISCOUNT-HLsz
5589,28164,30.54,DISCOUNT-mxQd
5590,28183,50.99,DISCOUNT-SqvC
5591,28201,30.17,DISCOUNT-ShtO
5592,28210,22.02,DISCOUNT-frCT
5593,28211,17.6,DISCOUNT-FiYN
5594,28213,67.49,DISCOUNT-jfqU
5595,28218,83.06,DISCOUNT-ySMM
5596,28220,18.21,DISCOUNT-Blit
5597,28223,82.73,DISCOUNT-InBT
5598,28244,29.54,DISCOUNT-KkeV
5599,28245,78.28,DISCOUNT-uFNu
5600,28257,70.75,DISCOUNT-XFdQ
5601,28259,97.34,DISCOUNT-kYPI
5602,28264,47.88,DISCOUNT-fteL
5603,28267,50.04,DISCOUNT-yzPB
5604,28268,13.11,DISCOUNT-PiHd
5605,28269,51.53,DISCOUNT-oETu
5606,28275,16.76,DISCOUNT-CzSP
5607,28278,63.29,DISCOUNT-BXkk
5608,28280,24.35,DISCOUNT-DcGd
5609,28281,6.33,DISCOUNT-Eake
5610,28290,88.87,DISCOUNT-fKfV
5611,28295,69.4,DISCOUNT-JHJu
5612,28296,42.63,DISCOUNT-XCba
5613,28299,63.97,DISCOUNT-VpKu
5614,28302,74.55,DISCOUNT-aMEr
5615,28305,39.09,DISCOUNT-cSiF
5616,28308,64.59,DISCOUNT-EOix
5617,28314,47.14,DISCOUNT-iYMq
5618,28318,59.93,DISCOUNT-lviP
5619,28328,37.39,DISCOUNT-vUrG
5620,28333,34.26,DISCOUNT-vBDf
5621,28335,8.35,DISCOUNT-eeRN
5622,28346,12.72,DISCOUNT-soKs
5623,28348,53.34,DISCOUNT-nder
5624,28361,41.7,DISCOUNT-WUFD
5625,28366,67.57,DISCOUNT-jmZI
5626,28368,23.76,DISCOUNT-fdPp
5627,28374,16.06,DISCOUNT-HyoJ
5628,28379,62.56,DISCOUNT-UjVn
5629,28381,30.42,DISCOUNT-GkKA
5630,28383,61.27,DISCOUNT-gbRU
5631,28389,79.71,DISCOUNT-GTxz
5632,28392,82.27,DISCOUNT-MXml
5633,28410,36.7,DISCOUNT-pWRy
5634,28415,25.91,DISCOUNT-AUzK
5635,28418,50.08,DISCOUNT-eknk
5636,28421,96.48,DISCOUNT-mtyb
5637,28427,33.37,DISCOUNT-LAXZ
5638,28428,32.07,DISCOUNT-xClw
5639,28430,17.97,DISCOUNT-GQeN
5640,28432,70.19,DISCOUNT-jmoa
5641,28434,72.55,DISCOUNT-upsk
5642,28440,64.71,DISCOUNT-PklT
5643,28445,96.67,DISCOUNT-CRwY
5644,28449,90.98,DISCOUNT-gZjT
5645,28461,67.27,DISCOUNT-FILM
5646,28480,62.01,DISCOUNT-vIEG
5647,28484,19.11,DISCOUNT-fRab
5648,28486,63.25,DISCOUNT-NUaY
5649,28490,59.81,DISCOUNT-nmQk
5650,28492,60.34,DISCOUNT-iZDb
5651,28504,40.5,DISCOUNT-sztv
5652,28505,77.22,DISCOUNT-pXZy
5653,28510,39.35,DISCOUNT-RvqJ
5654,28515,63.64,DISCOUNT-DjXr
5655,28520,87.46,DISCOUNT-mUAY
5656,28523,64.82,DISCOUNT-yXGw
5657,28526,91.62,DISCOUNT-seRT
5658,28527,40.3,DISCOUNT-UlXe
5659,28530,78.47,DISCOUNT-QITx
5660,28532,28.22,DISCOUNT-smFe
5661,28537,38.82,DISCOUNT-krlN
5662,28538,46.68,DISCOUNT-AMXC
5663,28540,7.35,DISCOUNT-qOVs
5664,28545,63.62,DISCOUNT-xHVg
5665,28551,5.24,DISCOUNT-eAVR
5666,28553,47.18,DISCOUNT-oNNv
5667,28555,45.51,DISCOUNT-Crkj
5668,28561,58.2,DISCOUNT-zUed
5669,28565,16.05,DISCOUNT-rchZ
5670,28567,54.89,DISCOUNT-gMhk
5671,28573,93.82,DISCOUNT-VrzS
5672,28578,97.9,DISCOUNT-Ripk
5673,28588,10.06,DISCOUNT-MNtP
5674,28592,24.68,DISCOUNT-RHEp
5675,28597,43.6,DISCOUNT-FaEK
5676,28602,8.67,DISCOUNT-skld
5677,28603,62.48,DISCOUNT-pZpL
5678,28612,94.5,DISCOUNT-Qewc
5679,28613,78.21,DISCOUNT-OmVX
5680,28614,9.16,DISCOUNT-xeCn
5681,28616,74.17,DISCOUNT-nJnu
5682,28619,50.38,DISCOUNT-QZyh
5683,28634,76.8,DISCOUNT-Seog
5684,28641,16.21,DISCOUNT-UCmq
5685,28646,39.28,DISCOUNT-BfXB
5686,28647,96.07,DISCOUNT-FkxF
5687,28656,77.57,DISCOUNT-pkGm
5688,28663,46.7,DISCOUNT-nPnN
5689,28664,26.37,DISCOUNT-JJhn
5690,28672,79.66,DISCOUNT-MluU
5691,28677,18.42,DISCOUNT-VmPb
5692,28684,62.82,DISCOUNT-hbqv
5693,28686,80.16,DISCOUNT-jvsA
5694,28692,49.91,DISCOUNT-GLbb
5695,28696,54.78,DISCOUNT-nTrp
5696,28700,28.6,DISCOUNT-ncpB
5697,28705,75.39,DISCOUNT-gUyW
5698,28714,17.06,DISCOUNT-HECO
5699,28723,28.17,DISCOUNT-lsCD
5700,28733,19.82,DISCOUNT-noXk
5701,28739,19.99,DISCOUNT-fqZq
5702,28741,96.82,DISCOUNT-ceXN
5703,28745,7.7,DISCOUNT-tVeg
5704,28747,46.47,DISCOUNT-xQVR
5705,28754,39.07,DISCOUNT-wKlt
5706,28767,50.55,DISCOUNT-iPEl
5707,28776,34.57,DISCOUNT-NeYf
5708,28783,89.22,DISCOUNT-vqLW
5709,28786,40.11,DISCOUNT-WwJF
5710,28793,75.34,DISCOUNT-JaNA
5711,28794,81.27,DISCOUNT-ASew
5712,28795,85.54,DISCOUNT-wwnO
5713,28799,25.63,DISCOUNT-DhPU
5714,28805,61.98,DISCOUNT-mVIu
5715,28814,88.57,DISCOUNT-MsPI
5716,28827,36.76,DISCOUNT-mTHx
5717,28841,93.36,DISCOUNT-OCjO
5718,28856,63.23,DISCOUNT-rdUO
5719,28863,9.49,DISCOUNT-QIOr
5720,28864,74.32,DISCOUNT-NDuq
5721,28872,24.34,DISCOUNT-fadV
5722,28877,7.68,DISCOUNT-uyBi
5723,28879,42.68,DISCOUNT-DSOp
5724,28882,88.64,DISCOUNT-vazm
5725,28883,66.47,DISCOUNT-QMVF
5726,28888,54.12,DISCOUNT-lCUc
5727,28892,20.59,DISCOUNT-eMFD
5728,28893,48.45,DISCOUNT-ZJGK
5729,28902,72.61,DISCOUNT-xyuU
5730,28906,97.05,DISCOUNT-SGXS
5731,28915,73.8,DISCOUNT-RZeB
5732,28922,8.96,DISCOUNT-JioX
5733,28928,74.07,DISCOUNT-DicP
5734,28937,53.11,DISCOUNT-Bfgn
5735,28944,20.16,DISCOUNT-dvjz
5736,28954,99.13,DISCOUNT-eeap
5737,28958,90.66,DISCOUNT-aotw
5738,28963,11.33,DISCOUNT-lUak
5739,28977,37.39,DISCOUNT-PQhw
5740,28982,31.02,DISCOUNT-Qill
5741,28989,15.55,DISCOUNT-eEOP
5742,28992,62.4,DISCOUNT-oalC
5743,28997,85.31,DISCOUNT-XTzs
5744,29009,94.46,DISCOUNT-fZKW
5745,29016,51.14,DISCOUNT-uFMQ
5746,29024,28.24,DISCOUNT-JnbH
5747,29030,24.19,DISCOUNT-OdtP
5748,29031,55.98,DISCOUNT-CSYS
5749,29036,71.48,DISCOUNT-BmDm
5750,29040,38.21,DISCOUNT-Ltqv
5751,29043,89.29,DISCOUNT-nMEo
5752,29049,90.29,DISCOUNT-Xovh
5753,29059,18.17,DISCOUNT-vuEG
5754,29065,5.12,DISCOUNT-wFso
5755,29069,68.37,DISCOUNT-cYJN
5756,29070,12.93,DISCOUNT-HfhF
5757,29076,7.82,DISCOUNT-smbq
5758,29078,9.97,DISCOUNT-lflp
5759,29092,23.32,DISCOUNT-ousi
5760,29101,89.88,DISCOUNT-dUoH
5761,29102,79.88,DISCOUNT-ZOBA
5762,29104,26.83,DISCOUNT-EDYA
5763,29121,78.49,DISCOUNT-IPym
5764,29125,32.94,DISCOUNT-AMoa
5765,29129,77.64,DISCOUNT-vpoJ
5766,29132,95.21,DISCOUNT-SPFN
5767,29134,80.53,DISCOUNT-MYNy
5768,29139,91.75,DISCOUNT-DJaF
5769,29140,44.6,DISCOUNT-hvUL
5770,29145,61.63,DISCOUNT-Iata
5771,29151,49.89,DISCOUNT-EEvN
5772,29181,43.7,DISCOUNT-Ruas
5773,29183,55.03,DISCOUNT-mNkK
5774,29187,53.81,DISCOUNT-jfer
5775,29193,80.16,DISCOUNT-yUFe
5776,29222,93.86,DISCOUNT-ohAj
5777,29224,40.76,DISCOUNT-pSbH
5778,29227,25.42,DISCOUNT-tEsy
5779,29236,81.35,DISCOUNT-WvjB
5780,29242,14.12,DISCOUNT-ZtYS
5781,29246,55.79,DISCOUNT-tjoB
5782,29254,70.86,DISCOUNT-XtuB
5783,29263,69.72,DISCOUNT-KeRn
5784,29266,34.48,DISCOUNT-qTCW
5785,29268,50.83,DISCOUNT-ZwKP
5786,29269,43.15,DISCOUNT-Yvqh
5787,29275,72.43,DISCOUNT-JVUJ
5788,29289,13.43,DISCOUNT-QdIN
5789,29290,64.04,DISCOUNT-fYZa
5790,29293,98.6,DISCOUNT-mlZe
5791,29299,64.36,DISCOUNT-lXGv
5792,29303,88.44,DISCOUNT-FdAu
5793,29304,54.4,DISCOUNT-cZFe
